smiles,lipo
Clc1ccc(cc1Cl)[C@@H]2CNCC=CC2,1.95
Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@@H](CC4)C(=O)O)c2,1.2
COc1cncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(C)(C)C#N)ccc2C)c1,3.04
Clc1ccc(cc1)c2cn3ccccc3n2,4.0
N[C@@H](Cc1ccc(F)cc1)C(=O)O,-1.06
CC(C)CN1C(=O)N(C)C(=O)c2c(SC3CCCC3)c(Cc4ccccc4C(F)(F)F)sc12,4.21
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]c(C)n4,2.97
C[C@H](NC(=O)c1c(C)nn(C2CCCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1.97
NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,1.78
COC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.83
NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cn1,1.51
CCCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,1.75
CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc(O)cc3)c2,2.65
CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3c[nH]c(C)n3)CC2)c4ccc(cc4)C(=O)N(C)CC,2.11
Oc1ccc(CC(=O)c2ccc(O)cc2O)cc1,2.54
Nc1c(NC2CCCC2)nc(nc1N3CCOCC3)C#N,2.59
COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,3.11
Clc1ccc(cc1)C2CCN(CC2)C(=O)COCc3ccncc3,2.74
Cc1c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc3n1CC(=O)O,2.87
C[C@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,3.5
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3cccc4ncccc34)c2C(=O)N5CC[C@@H](O)C5,1.98
CCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,3.37
Clc1ccc(cc1C(=O)NCCc2ccccc2)N3N=CC(=O)NC3=O,0.74
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,2.9
CCCSc1ncccc1C(=O)N(C)C2CCCCC2,3.36
CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(oc6C)S(=O)(=O)C)c3C1=O,3.2
CC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,0.37
Cc1cc(Oc2ccnc(Nc3cccc(c3)N4CCOCC4)c2)c(nc1C)c5ccccn5,3.27
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,2.81
Clc1cccc(Nc2ncnc3ccccc23)c1,3.9
CN1CCN(CC1)C(=O)[C@@H]2CCCC[C@H]2C(=O)NCC#N,-0.1
Cc1cccc(n1)c2nn3CCCc3c2c4ccnc5ccc(cc45)C(=O)N,1.71
OCC[C@]1(CCCNC1)c2oc3ccccc3c2,0.06
Cc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(C)cc3,3.43
OC(=O)c1cc(nc2ccccc12)c3ccccc3,-0.7
OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCC6,1.33
COc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,4.39
CCC(C)(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1.37
Oc1ccc(CCNCCCNS(=O)(=O)CCOCc2cccc3ccccc23)c4sc(O)nc14,1.69
CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)N)C(=O)C(F)(F)F,0.68
Oc1c(I)cc(I)c2cccnc12,2.19
COc1ccc(CCN2CNC(=NC2)SCc3ccc(Cl)cc3)cc1OC,2.41
O=C1C(=O)c2ccccc2c3ccccc13,2.6
COc1cc(ccc1Cn2ccc3ccc(cc23)C(=O)NCC4CCCC4)C(=O)NS(=O)(=O)c5ccccc5,1.93
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)F,2.85
CC(=O)N[C@@H]1CC2(CCN(Cc3ccc4[nH]c5ccccc5c4c3)CC2)c6ccccc16,2.96
COc1c(cc2ccccc2c1C(=O)N(C)C[C@@H](CCN3CCC(CC3)c4ccc(O)cc4[S+](C)[O-])c5ccc(Cl)c(Cl)c5)C#N,3.5
CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,2.31
CC1(C)Oc2ncnc(N)c2N=C1c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,1.32
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,3.72
COc1cc(OC)cc(c1)c2cc3cnc(N)nc3nc2N,2.14
OC(=O)COc1ccc(cc1c2cc(ccc2F)C#N)C(F)(F)F,-0.16
COc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4cc(Cl)ccc34,1.16
CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,-0.82
CN1CCN(CC1)c2nc(NCCNc3ccc(cc3)[N+](=O)[O-])c4ccccc4n2,2.91
CS(=O)(=O)c1ccc(CC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,3.1
CC#Cc1ccnc(c1)c2cc(ccc2O)C3(N=C(C)C(=N3)N)C4CC4,3.6
O[C@@H]1CCN(C1)c2ccc3c(NC(=O)CNc4cccc(c4)C#N)c(Cl)ccc3n2,2.39
Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cc5ccccc5s4)C3=O,2.0
Cc1onc(C)c1CCC2CCN(CC2)S(=O)(=O)CC3(CCOCC3)N(O)C=O,0.9
CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1,3.05
CCN(C(=O)c1oc(cc1)c2ccc(Cl)cc2)c3ccc(cc3)N4CCNCC4,3.3
Oc1cc(nc2ncnn12)c3ccccc3,-0.21
[O-][S+](c1ccccc1)c2ccc3nnnn3n2,0.79
COc1ccc(cc1OC)c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2,3.1
CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F,2.26
C1Oc2ccccc2C3=NN(CC13)c4ccccc4,4.28
CCCCC(NC(=O)CC1CCN(Cc2ccn(c2)c3ccc(cc3)C(F)(F)F)CC1)C4=CNC(=O)C=C4,2.89
Oc1ccc(CCNCCS(=O)(=O)CCCOCCNc2ccccc2)c3sc(O)nc13,1.98
O=C1C=C(C=CN1c2ccc3c(cnn3CCN4CCCC4)c2)c5ccccc5,1.6
Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,2.22
Clc1ccc2OCOc2c1Nc3ncnc4cc(OCCN5CCCC5)cc(OC6CCOCC6)c34,2.6
OC(=O)[C@H](Cc1cccc(OCCCNc2ccccn2)c1)NC(=O)c3c(Cl)cccc3Cl,0.16
CN(C)CCN(Cc1ccccc1)c2ccccn2,1.28
CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.1
Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,1.0
COc1ccnc(CSc2nc3ccccc3[nH]2)c1,2.89
CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4cccnc4,1.2
Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2cc1C,2.8
C1CC1Nc2ccc3nnc(c4ccccc4)n3n2,3.15
O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45,2.32
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,3.88
Nc1n[nH]c2ncc3CCCCCCc3c12,2.54
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,2.4
CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(F)ccc4O3,2.1
C[C@@H](Oc1ccc(cc1C(=O)N2CCN(CC2)c3ncc(cc3F)C(F)(F)F)S(=O)(=O)C)C(F)(F)F,3.49
CS(=O)(=O)c1ccc(s1)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,2.86
Nc1cccc2C(=O)C(=O)c3ccccc3c12,2.31
C(N(Cc1ccccc1)c2nn[nH]n2)c3ccccc3,1.37
CC1CCCCC1NC(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,1.94
COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN5CCOCC5,3.5
Clc1cccc(C(=O)N2CCN(CC2)c3ccccn3)c1Cl,2.98
O=C1C=C(N=C2N(Cc3cccc4ccccc34)C=CN12)N5CCOCC5,3.3
C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4onc(n4)C(F)(F)F,3.1
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.97
CC[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,3.0
c1ccc2ncncc2c1,1.0
CNC(=O)c1ccc(cc1F)N2C(=S)N(C(=O)C23CCC3)c4ccc(C#N)c(c4)C(F)(F)F,3.3
Cc1ccc(NC(=O)C=C)cc1,2.25
COCCS(=O)(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,2.75
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CC6CCC(C5)O6,2.6
CNc1c(cnc2[nH]c(nc12)c3ccc(OCCN4CCOCC4)cc3)C(=O)N,2.14
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](Cc4nnn[nH]4)CC3,1.4
Nc1ncnc2ccccc12,1.26
Cn1cnc2c(c3ccc(cc3)C4(N)CCC4)c(ccc12)c5ccccc5,2.5
OCC[C@@]1(CCCNC1)c2oc3ccccc3c2,0.12
CN1CCN(CC1)c2nc3ccccc3cc2Cn4nc(c5ccc6nc(N)sc6c5)c7c(N)ncnc47,3.09
Oc1ccc(cc1)C2=CC(=O)c3cc(O)ccc3O2,3.3
Cc1cccc(n1)C#Cc2ccccc2,3.6
C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3)C(C)(C)C,1.44
CC(C)Nc1nc(nc(N2CCOCC2)c1N)C#N,2.04
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CS(=O)(=O)N)c4ccc(Cl)cc4,2.2
OC1=CC=Cc2cc(O)c(O)c(O)c2C1=O,2.03
CCc1c(C)nc2sc(C(=O)N)c(N)c2c1C,2.62
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CCN(C)CC4)ncc2F,2.49
CC1=CN([C@H]2CCCN(C2)[C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,1.12
Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4cc(Cl)ccc4Cl)ccc1OCC(=O)O,2.19
CCN(C(=O)Nc1ccccc1)c2ccccc2,3.1
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3ccccc3)C(=O)C(F)(F)F,2.26
OC(=O)COc1ccc(cc1c2ccc(Cl)cc2)C(F)(F)F,0.9
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC4)S(=O)(=O)C,2.82
CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC2CCCCC2,-0.49
CC(C#C)N1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6cncn6C,3.59
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2S(=O)(=O)N4CC[C@@H](O)C4,3.32
CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,2.77
CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F,2.37
Clc1ccc(OC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1.83
CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccncc2)C(F)(F)F,2.15
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]2CCCN(CCc3ccccc3)C2,2.34
Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC34CC5CC(CC(C5)C3)C4,1.18
Oc1ccc(cc1)C2=Cc3ccc(O)cc3OC2=O,2.9
CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F,4.3
CC1=CC(=O)Nc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,2.57
CN1CCN(CC1)C(=O)c2cc3cc(Br)ccc3[nH]2,2.79
Nc1ccccc1NC(=O)c2ccc(cc2)c3nccs3,2.3
CN1SC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3,1.3
CCc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3NC(=O)Sc23)cc1,0.86
C[C@]12Cc3cnn(c3C=C1CC[C@@]2(O)CCc4ccc(F)cc4C(=O)N)c5ccc(F)cc5,3.8
COc1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,2.4
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F,3.3
CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CCC#N)c3cc(Cl)ccc3Cl)cc1,2.1
ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCC1,1.34
CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)S(=O)(=O)C)c3C1=O,3.18
Fc1cc2[nH]cnc2cc1Cl,2.35
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,2.77
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(C)n4C,2.67
Fc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1,3.19
NC(=O)c1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1,1.1
CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N,3.8
CCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c2ccc(Cl)cc2,3.4
Cc1c(Sc2ccc(Cl)cc2)c3ccc(Cl)cc3n1CC(=O)O,2.51
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4,2.67
CN(C)CCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1.16
Cc1cc(Cl)ccc1N2CCN(CC2)C(=O)COCc3ccncc3,3.22
NNC(=O)c1ccncc1,-0.57
COc1ccccc1c2nnc(N)[nH]2,0.91
CN(C(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)S(=O)(=O)c4ccc(C)cc4,4.49
O=C(Nc1cccc(NC(=O)c2ccccc2)n1)c3ccccc3,4.02
Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(Cl)c2,1.7
COc1cc(cc2cnc(Nc3ccc(cc3)[C@@H](C)NC(=O)C)nc12)c4ccncc4,2.73
[O-][N+](=O)c1cc(ccc1NCCSc2ccccc2)S(=O)(=O)NC(=O)c3ccc(cc3)N4CCNCC4,-0.04
Nc1nc(N)nc(n1)c2cccc(c2)C(F)(F)F,2.4
NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CN3CCCCC3)cc2,1.75
Oc1ccc(cc1)[N+](=O)[O-],1.5
Cc1oc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,1.03
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2,3.84
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,3.5
CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N,-1.0
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2,2.39
Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C(F)(F)F,1.27
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC4CC(F)(F)C4(F)F)nc23,1.42
O=C(NC1CC1)c2cc(on2)c3cccs3,2.54
CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc(N)c3)N4CCOCC4,1.35
Cc1ccc(F)cc1S(=O)(=O)N[C@@H]2CCN(Cc3ccc(cc3)c4ccccc4)C2,4.0
OC(=O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,-0.84
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(CO)cccn34)N5CCN(CC5)C(=O)C,3.1
CCOC(=O)c1ccccc1c2csc(NS(=O)(=O)c3ccc(Cl)cc3)n2,2.43
CCCCSc1nc(N)c2ncn(Cc3c(F)ccc(C)c3F)c2n1,3.0
COc1ccc(cc1)c2cc(O)nc(N)n2,1.52
OC(=O)c1ccccc1NC(=O)Nc2ccccc2,-0.12
CNC(=O)c1cccc(c1c2ccc(CC(C)C)cc2)S(=O)(=O)Nc3ncc(C)nc3OC,1.68
OCCc1cccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,3.83
CC12CC3CC(C)(C1)CC(N)(C3)C2,0.06
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3cccc(Oc4ccccc4)c3)C(=O)NC1=O,2.32
Cc1nc(NC(=N)N)nc2ccccc12,-0.49
CCN1C2=NC(=O)N(C)C(=O)C2=Cc3ccccc13,1.1
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,1.72
CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,3.97
COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCCCC4,2.52
NC1(CCC1)c2ccc(cc2)c3c(ccc4ccnn34)c5ccccc5,2.9
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.3
COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2,3.0
FC(F)(F)c1cccc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,3.12
O[C@@H](CNCCCSCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,2.3
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,0.2
COc1cccc(NC(=O)c2cccc(Cc3c(C)nn(CCO)c3c4ccccc4)c2)c1,4.29
COCCC(=O)NC(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,2.98
OC(=O)[C@H](Cc1ccc(NC(=O)Cc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,-0.63
NC1=NC(=CC(=O)N1)CCc2ccccc2,1.4
Oc1ccc(cc1)C2=Cc3cccc(O)c3OC2=O,2.8
OC(=O)CC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,2.84
CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@@H]1NCc4cc5OCCOc5cn4,1.25
COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2,3.16
CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1,0.78
COc1ccc2c(C)nc(NC(=N)N)nc2c1,-0.51
CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,0.49
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(c4)C(F)(F)F)c3)C(=O)NC1=O,2.27
Brc1ccc(cc1)C2NC(=O)c3ccccc3N2,2.68
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C#N)C(=O)C2,2.46
CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccn4,3.28
CC(N1C(=O)c2ccccc2C1=O)C(=O)N3CCc4ccccc4C3,2.47
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(C2)C(=O)Cc3ccccc3,0.81
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@@H]12)C(C)(C)C,1.94
CC(=O)NCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,2.4
CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,-0.12
CN1CCCC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,1.98
CN(C)CC1CCn2c(C1)c(C3=C(C(=O)NC3=O)c4cn(C)c5ccccc45)c6ccccc26,2.88
CNC1CCN(C1)c2ccc(NC(=O)c3ccc(cc3)c4ccccc4)cn2,2.35
Oc1ccccc1CCC(=O)Nc2ccccc2,2.71
O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5cccnc5)c4)nn3,3.3
CC(C)Oc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,3.0
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12
CCCCCC[C@H]1OC(=O)CNC(=O)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1C)[C@H](C)CC)[C@H](C)O,3.2
CCC(CC)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,1.88
CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,3.37
CN1CCN(CC1)[C@@H]2C[C@@H](C2)c3nc(c4ccc5ccc(nc5c4)c6ccccc6)c7c(N)nccn37,3.2
CS(=O)(=O)NCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,2.2
Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,-0.37
CC(C)NCC(O)COc1ccccc1CC=C,0.99
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCCCC2,0.9
S=C(NC1CCCCC1)N2CCC(CC2)c3cnc[nH]3,2.3
COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2,3.2
CCC(N(CCCN)C(=O)c1ccccc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,1.38
CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0.02
COCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,2.8
CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,3.1
CC(C)CNc1nc(nc(N2CC(O)C2)c1N)C#N,2.0
COc1ccc(\C=C/2\CCc3ccccc3C2=O)cc1CN4CCOCC4,3.8
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN4CCN(C)CC4,3.3
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,2.41
Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,1.81
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,2.38
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,3.2
CN(CCCc1ccccc1)S(=O)(=O)c2cc(C(=O)N3CCc4ccc(cc4C3)S(=O)(=O)NCCc5ccccc5)c(O)c(O)c2O,0.75
COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)C)c(OC)c1,2.81
COC1=CC(=N/C/1=C\c2[nH]c(C)cc2C)c3cc4ccccc4[nH]3,2.55
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,3.0
COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,3.29
CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,0.97
CC1=CC(=O)Oc2c3CCCNc3c(C)cc12,2.9
CSCc1cc(nc(n1)c2ccccc2)N3CCOCC3,3.26
CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,1.94
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2C[C@@H]3CC[C@H]2N(CCc4ccccc4)C3,1.64
COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4,1.03
COc1ccc(cc1OC)C(=O)Nc2cccc(NC(=O)c3cccc(c3)N(C)C)c2,3.67
CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N,1.83
CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,2.8
CNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,2.77
Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc5ccccn5,2.87
CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)N)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,1.96
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N(C)C)ncc2F,2.77
Oc1ccc(cc1)c2nc3ccc(O)cc3s2,3.65
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4CC(=O)N,2.64
COc1ccc(nc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2.3
O=C(N[C@@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4,1.77
O=C1CCCc2nc(ccc12)C#Cc3ccccc3,3.53
