SMILES,logSolubility
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64
CC(C)CCOC=O,-1.52
c1c(Br)ccc2ccccc12,-4.4
C1CCCCC1,-3.1
C=C,-0.4
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001
CCCCCCCC(=O)C,-2.58
CCCCCC(=O)OC,-1.87
CCC(O)C(C)C,-0.7
CC(C)OC(=O)C,-0.55
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,-4.955
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518
NC(N)=NC#N,-0.31
CCCC(C)(C)O,-0.49
N(c1ccccc1)c2ccccc2,-3.504
COC(=O)C=C,-0.22
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.2860000000000005
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
Cc1ccccc1O,-0.62
Nc1ccccc1Cl,-1.52
CCC(CC)CO,-1.17
CCCCCC=C,-3.73
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.6370000000000005
CCCCCCO,-1.24
COc2cnc1cncnc1n2,-0.91
CCCCOC=O,-1.37
CCCC(=O)C,-0.19
Nc1ccccc1N(=O)=O,-1.96
CC(C)C(C)C,-3.65
NC(=O)c1ccccc1O,-1.82
CC(C)CC(C)(C)C,-4.74
CCCCCCCCCCCCO,-4.8
Cc1cccnc1C,0.38
CCCCOC,-0.99
CCOC(C)OCC,-0.43
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
CC(C)C(O)C(C)C,-1.22
CC(C)C=C,-2.73
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.63
OC1CCCCCCC1,-1.29
CCCCCCBr,-3.81
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,-3.19
CC=C,-1.08
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
Oc1ccccn1,1.02
Clc1ccccc1Cl,-3.05
CC1CO1,-0.59
CCOC=C,-0.85
CCC#N,0.28
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
CC(=O)C(C)(C)C,-0.72
COc1ccccc1O,-1.96
CC(C)c1ccccc1,-3.27
CC(Cl)Cl,-1.29
CCC(O)CC,-0.24
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,-2.523
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
O=C1NC(=O)C(=O)C(=O)N1,-1.25
ICI,-2.34
CCC(C)(O)CC,-0.36
O2c1ccccc1N(CC)C(=O)c3ccccc23,-3.68
Cc1ccc2cc(C)ccc2c1,-4.89
Oc1cccc2ccccc12,-2.22
ClCCC#N,-0.29
CCCC(C)(C)C,-4.36
CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO,-4.31
CCCCC#C,-2.36
ClCc1ccccc1,-2.39
CCCCOCCO,-0.42
Cc1ccc(cc1)N(=O)=O,-2.49
c2ccc1NCCc1c2,-1.04
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877
Cc1c(C)c(C)c(C)c(C)c1C,-5.23
Cc1cccc(O)c1,-0.68
Clc1ccc2ccccc2c1,-4.14
CCN2c1ccccc1N(C)C(=O)c3ccccc23,-4.749
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.21
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.593999999999999
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332
c3ccc2nc1ccccc1cc2c3,-3.67
Nc1cccc2ccccc12,-1.92
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883
CC(=C)C=C,-2.03
ClC(Cl)C(Cl)(Cl)Cl,-2.6
CCCCCC1CCCC1,-6.08
Cc1cccc(c1)N(=O)=O,-2.44
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337000000000001
OCCCC=C,-0.15
CCCCCCCBr,-4.43
CCCC(C)(C)CO,-1.52
CC(C)COC=O,-1.01
c1ccccc1SC,-2.39
CC1=CCCCC1,-3.27
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
CCCOC(C)C,-1.34
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
FC(F)(Cl)C(F)(Cl)Cl,-3.04
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432
c2c(C)cc1nc(C)ccc1c2,-1.94
FC(F)(F)C(Cl)Br,-1.71
c1ccccc1C(O)c2ccccc2,-2.55
C=CC=C,-1.87
Ic1ccccc1,-3.01
CCN(CC)C(=S)SCC(Cl)=C,-3.39
Oc1cccc(Cl)c1,-0.7
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.144
CC(C)C1CCC(C)CC1=O,-2.35
CCc1ccccc1,-2.77
CCCCCCCl,-3.12
CCCC(O)C=C,-0.59
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321000000000001
ClC(=C(Cl)Cl)Cl,-2.54
ClCC(Cl)Cl,-1.48
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32
O=C1NC(=O)c2ccccc12,-2.61
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.81
C=Cc1ccccc1,-2.82
Cc1ccccc1C,-2.8
Brc1ccccc1Br,-3.5
Cc1cccc(C)c1O,-1.29
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03
OCCOc1ccccc1,-0.7
C1CCCCCC1,-3.51
CCCc1ccccc1,-3.37
Oc2ccc1ncccc1c2,-2.16
CC(C)O,0.43
CCCOC(=O)C,-0.72
Nc1nccs1,-0.36
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
Oc1cccc(O)c1,0.81
CCOP(=S)(OCC)SCSC(C)(C)C,-4.755
c1ccc2ccccc2c1,-3.6
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
OCC(O)CO,1.12
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981
C(Cc1ccccc1)c2ccccc2,-4.62
C=CCS(=O)SCC=C,-0.83
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
CCCCS,-2.18
c1cnc2c(c1)ccc3ncccc23,-2.68
C1=Cc2cccc3cccc1c23,-3.96
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804
CCCCCCCCC(=O)OCC,-3.8
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.85
O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071000000000001
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899
c1cncnc1,1.1
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878
C#C,0.29
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O,-0.364
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),-5.43
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.4110000000000005
O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678
Fc1ccc(F)cc1,-1.97
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49
CCCC(C)CO,-1.11
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
CC(=O)Nc1ccccc1,-1.33
c1ccnnc1,1.1
c1ccc2ncccc2c1,-1.3
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955
CCC1CCCCC1,-4.25
CCOC(=O)c1ccc(N)cc1,-2.616
CC(C)CO,0.1
Cc1ccc(O)c(C)c1,-1.19
