smiles,logSolubility
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl,-7.42
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382000000000001
Oc1ccccc1Cl,-1.06
CC(C)C(C)(C)C,-4.36
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.284
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl,-6.47
Cc1cccc2c(C)cccc12,-4.678999999999999
Cc1cccc2c1ccc3ccccc32,-5.85
COC=O,0.58
O2c1ccccc1N(CC)C(=O)c3ccccc23,-3.68
CCc1cccc2ccccc12,-4.17
CC(C)c1ccccc1C,-3.76
Clc1ccccc1,-2.38
c1nccc(C(=O)NN)c1,0.009
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,-3.685
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445
COc1cccc(Cl)c1,-2.78
Cc1cc2ccccc2cc1C,-4.72
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873
CCC(C)CCO,-0.71
COc1ccc(C=O)cc1,-1.49
O=C1NC(=O)C(=O)C(=O)N1,-1.25
NC(=O)c1ccccc1O,-1.82
CCC(Br)(CC)C(=O)NC(N)=O,-2.68
Oc1cccc2ccccc12,-2.22
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.8
c3ccc2c(O)c1ccccc1cc2c3,-4.73
c1ccccc1SC,-2.39
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71
Oc1cccc(Cl)c1Cl,-1.3
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57
C=CCC=C,-2.09
CCCCCCC,-4.53
FC(F)(F)c1ccccc1,-2.51
CCNc1nc(NC(C)C)nc(SC)n1,-3.04
NC(=O)CCl,-0.02
CCSCC,-1.34
CCCCCC(O)CC,-1.98
Cc1ccccc1Br,-2.23
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658
CC(C)CC(C)C,-4.26
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-1.601
CCC(C)Cl,-1.96
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl,-8.71
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl,-6.57
COC(=O)C,0.46
Cc1ccccc1N(=O)=O,-2.33
c3ccc2nc1ccccc1cc2c3,-3.67
Oc1cccc(c1)N(=O)=O,-1.01
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804
CCN2c1ccccc1N(C)C(=O)c3ccccc23,-4.749
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-3.1
CC(=C)C1CC=C(C)C(=O)C1,-2.06
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507000000000001
COc1ccc(Cl)cc1,-2.78
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.29
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-9.15
CC34CCC1C(CCC2=CC(=O)CCC12C)C3CCC4=O,-3.69
Clc1ccc(Cl)cc1,-3.27
CCCC(=O)OCC,-1.36
Brc1ccc2ccccc2c1,-4.4
c1ccc2cnccc2c1,-1.45
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.85
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39
Clc1ccc(cc1)c2ccccc2Cl,-5.28
CCCCC,-3.18
CCC1CCCCC1,-4.25
CCCI,-2.29
CCCCCC=C,-3.73
CC2(C)C1CCC(C)(C1)C2=O,-1.85
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24
CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9
Oc1ccncc1,1.02
BrCBr,-1.17
Cc1ccc2c(ccc3ccccc32)c1,-5.84
O=C1CNC(=O)N1,-0.4
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.3
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.907
CCCCCCCCCCCCCCCO,-6.35
Ic1ccccc1,-3.01
COC(=O)c1ccc(O)cc1,-1.827
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,-3.43
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32
c1ccccc1C(O)c2ccccc2,-2.55
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.16
Sc2nc1ccccc1s2,-3.18
COc1ccccc1Cl,-2.46
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O,0.79
CC(C)C(C)C(C)C,-4.8
BrCCBr,-1.68
O=C1c2ccccc2C(=O)c3ccccc13,-5.19
CCCCCCCCCC(=O)OCC,-4.1
CCCCC(O)CC,-1.47
Nc1ccccc1O,-0.72
CCCCCCCC(=O)C,-2.58
Oc1ccccc1N(=O)=O,-1.74
Cc1c(C)c(C)c(C)c(C)c1C,-5.23
c2ccc1[nH]ncc1c2,-2.16
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,-7.92
CNC(=O)Oc1ccccc1C2OCCO2,-1.57
Brc1ccccc1,-2.55
CCC(C)(O)CC,-0.36
C1CCC2CCCCC2C1,-5.19
CC(C)c1ccc(C)cc1,-3.77
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl,-7.8
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.23
CCCCCCc1ccccc1,-5.21
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,-3.09
Cn1ccc(=O)[nH]c1=O,-0.807
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21
Ic1cccc2ccccc12,-4.55
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11
Nc1ccccc1N(=O)=O,-1.96
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,-4.76
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483
Cc2ncc1nccnc1n2,-0.12
Nc1ncnc2nc[nH]c12,-2.12
CCCCBr,-2.37
CCOc1ccccc1,-2.33
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6
c1ccncc1,0.76
COC(=O)c1ccccc1,-1.85
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
CCCCCl,-2.03
CC(C)C(C)O,-0.18
CCN2c1ncccc1N(C)C(=S)c3cccnc23,-4.634
Cc1cc(=O)n(c2ccccc2)n1C,0.715
CC(=O)N,1.58
Nc1ccc(cc1)c2ccc(N)cc2,-2.7
CCN(CC)C(=S)SCC(Cl)=C,-3.39
c1ccc2cc3ccccc3cc2c1,-6.35
Nc1ccc(O)cc1,-0.8
CCC(C)CO,-0.47
N(c1ccccc1)c2ccccc2,-3.504
CCC(=O)OC,-0.14
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62
CCCCCC,-3.84
c1ccnnc1,1.1
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334
CCCCCCC=C,-4.44
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
Cc1ccc(C)cc1,-2.77
c1ccccc1NC(=O)c2c(O)cccc2,-3.59
C1CCCCCCC1,-4.15
ClCCCl,-1.06
CO,1.57
CCCCO,0.0
Nc1ccc(cc1)N(=O)=O,-2.37
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86
CCCOC=O,-0.49
CCCCCC(C)C,-5.08
FC(F)(Cl)C(F)(Cl)Cl,-3.04
BrC(Br)(Br)Br,-3.14
CNC(=O)C=C(C)OP(=O)(OC)OC,0.6509999999999999
CN(C)C(=O)N(C)C,0.94
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
Brc1cc(Br)cc(Br)c1,-5.6
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
CCCCCCBr,-3.81
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194
CCCCCC(C)O,-1.55
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,-1.7080000000000002
CC=CC=O,0.32
Brc1ccccc1Br,-3.5
Oc1ccccc1O,0.62
COC(=O)c1cc(O)c(O)c(O)c1,-1.24
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571000000000001
CN(C)C(=O)SCCCCOc1ccccc1,-3.927
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886
Nc1ccccc1,-0.41
Cc1cccc2c1Cc3ccccc32,-5.22
CCCC(C)(C)C,-4.36
CCCCCCCCCCO,-3.63
Fc1ccccc1Br,-2.7
